time,value
2023-03-13T09:54:24.602Z,0
2023-03-13T09:54:26.744Z,0
2023-03-13T09:54:27.269Z,0
2023-03-13T09:54:27.27Z,0
2023-03-13T09:54:28.044Z,0
2023-03-13T09:54:29.129Z,0
2023-03-13T09:54:29.901Z,0
2023-03-13T09:54:31.32Z,0
2023-03-13T09:54:31.952Z,0
2023-03-13T09:54:34.04Z,0
2023-03-13T09:54:34.041Z,0
2023-03-13T09:54:35.425Z,0
2023-03-13T09:54:36.038Z,0
2023-03-13T09:54:37.09Z,0
2023-03-13T09:54:38.757Z,0
2023-03-13T09:54:39.112Z,0
2023-03-13T09:54:40.364Z,0
2023-03-13T09:54:41.592Z,0
2023-03-13T09:54:42.786Z,0
2023-03-13T09:54:42.995Z,0
2023-03-13T09:54:44.207Z,0
2023-03-13T09:54:45.24Z,0
2023-03-13T09:54:47.152Z,0
2023-03-13T09:54:47.427Z,0
2023-03-13T09:54:48.368Z,0
2023-03-13T09:54:49.369Z,0
2023-03-13T09:54:50.361Z,0
2023-03-13T09:54:52.33Z,0
2023-03-13T09:54:52.808Z,0
2023-03-13T09:54:53.728Z,0
2023-03-13T09:54:54.485Z,0
2023-03-13T09:54:56.624Z,0
2023-03-13T09:54:56.625Z,0
2023-03-13T09:54:57.568Z,0
2023-03-13T09:54:58.949Z,0
2023-03-13T09:55:01.024Z,0
2023-03-13T09:55:04.517Z,0
2023-03-13T09:55:19.754Z,0
2023-03-13T09:55:19.755Z,0
2023-03-13T09:55:19.756Z,0
2023-03-13T09:55:19.757Z,0
2023-03-13T09:55:20.284Z,0
2023-03-13T09:55:20.285Z,0
2023-03-13T09:55:20.287Z,0
2023-03-13T09:55:20.288Z,0
2023-03-13T09:55:20.289Z,0
2023-03-13T09:55:20.29Z,0
2023-03-13T09:55:20.292Z,0
2023-03-13T09:55:20.293Z,0
2023-03-13T09:55:20.294Z,0
2023-03-13T09:55:20.296Z,0
2023-03-13T09:55:20.604Z,0
2023-03-13T09:55:20.605Z,0
2023-03-13T09:55:20.606Z,0
2023-03-13T09:55:20.607Z,0
2023-03-13T09:55:20.608Z,0
2023-03-13T09:55:21.026Z,0
2023-03-13T09:55:21.985Z,0
2023-03-13T09:55:22.945Z,0
2023-03-13T09:55:24.201Z,0
2023-03-13T09:55:25.041Z,0
2023-03-13T09:55:26.747Z,0
2023-03-13T09:55:27.185Z,0
2023-03-13T09:55:28.884Z,0
2023-03-13T09:55:29.361Z,0
2023-03-13T09:55:30.226Z,0
2023-03-13T09:55:31.59Z,0
2023-03-13T09:55:32.229Z,0
2023-03-13T09:55:33.804Z,0
2023-03-13T09:55:34.066Z,0
2023-03-13T09:56:51.005Z,0
2023-03-13T09:56:54.131Z,0
2023-03-13T09:56:54.132Z,0
2023-03-13T09:56:54.729Z,0
2023-03-13T09:56:55.155Z,0
2023-03-13T09:56:56.131Z,0
2023-03-13T09:56:57.01Z,0
2023-03-13T09:56:57.961Z,0
2023-03-13T09:56:59.163Z,0
2023-03-13T09:57:00.048Z,0
2023-03-13T09:57:01.451Z,0
2023-03-13T09:57:02.037Z,0
2023-03-13T09:57:04.082Z,0
2023-03-13T09:57:04.358Z,0
2023-03-13T09:57:10.604Z,0
2023-03-13T09:57:10.605Z,0
2023-03-13T09:57:11.561Z,0
2023-03-13T09:57:11.562Z,0
2023-03-13T09:57:11.564Z,0
2023-03-13T09:57:11.565Z,0
2023-03-13T09:57:11.93Z,0
2023-03-13T09:57:12.972Z,0
2023-03-13T09:57:13.153Z,0
2023-03-13T09:57:14.369Z,0
2023-03-13T09:57:15.609Z,0
2023-03-13T09:57:17.043Z,0
2023-03-13T09:57:18.833Z,0
2023-03-13T09:57:19.99Z,0
2023-03-13T09:57:20.663Z,0
2023-03-13T09:57:20.664Z,0
2023-03-13T09:57:21.761Z,0
2023-03-13T09:57:22.602Z,0
2023-03-13T09:57:25.167Z,0
2023-03-13T09:57:25.168Z,0
2023-03-13T09:57:25.479Z,0
2023-03-13T09:57:27.042Z,0
2023-03-13T09:57:28.559Z,0
2023-03-13T09:57:28.992Z,0
2023-03-13T09:57:29.72Z,0
2023-03-13T09:57:32.283Z,0
2023-03-13T09:57:32.284Z,0
2023-03-13T09:57:32.802Z,0
2023-03-13T09:57:34.281Z,0
2023-03-13T09:57:35.312Z,0
2023-03-13T09:57:35.689Z,0
2023-03-13T09:57:37.035Z,0
2023-03-13T09:57:39.072Z,0
2023-03-13T09:57:39.915Z,0
2023-03-13T09:57:42.889Z,0
2023-03-13T09:57:44.009Z,0
2023-03-13T09:57:44.01Z,0
2023-03-13T09:57:44.011Z,0
2023-03-13T09:57:44.44Z,0
2023-03-13T09:57:44.913Z,0
2023-03-13T09:57:46.601Z,0
2023-03-13T09:57:47.842Z,0
2023-03-13T09:57:50.123Z,0
2023-03-13T09:57:50.516Z,0
2023-03-13T09:57:50.518Z,0
2023-03-13T09:57:50.841Z,0
2023-03-13T09:57:52.093Z,0
2023-03-13T09:57:53.073Z,0
2023-03-13T09:57:54.121Z,0
2023-03-13T09:57:55.132Z,0
2023-03-13T09:57:56.84Z,0
2023-03-13T09:57:57.677Z,0
2023-03-13T09:57:57.961Z,0
2023-03-13T09:57:59.434Z,0
2023-03-13T09:58:00.728Z,0
2023-03-13T09:58:01.759Z,0
2023-03-13T09:58:02.123Z,0
2023-03-13T09:58:03.289Z,0
2023-03-13T09:58:04.572Z,0
2023-03-13T09:58:05.693Z,0
2023-03-13T09:58:06.361Z,0
2023-03-13T09:58:07.481Z,0
2023-03-13T09:58:08.441Z,0
2023-03-13T09:58:10.406Z,0
2023-03-13T09:58:10.753Z,0
2023-03-13T09:58:11.533Z,0
2023-03-13T09:58:12.729Z,0
2023-03-13T09:58:13.321Z,0
2023-03-13T09:58:14.561Z,0
2023-03-13T09:58:15.595Z,0
2023-03-13T09:58:16.401Z,0
2023-03-13T09:58:17.427Z,0
2023-03-13T09:58:18.444Z,0
2023-03-13T09:58:19.921Z,0
2023-03-13T09:58:20.561Z,0
2023-03-13T09:58:21.555Z,0
2023-03-13T09:58:22.563Z,0
2023-03-13T09:58:23.609Z,0
2023-03-13T09:58:24.612Z,0
2023-03-13T09:58:25.836Z,0
2023-03-13T09:58:26.681Z,0
2023-03-13T09:58:27.729Z,0
2023-03-13T09:58:28.721Z,0
2023-03-13T09:58:30.123Z,0
2023-03-13T09:58:30.72Z,0
2023-03-13T09:58:31.995Z,0
2023-03-13T09:58:33.841Z,0
2023-03-13T09:58:33.842Z,0
2023-03-13T09:58:34.808Z,0
2023-03-13T09:58:35.849Z,0
2023-03-13T09:58:36.889Z,0
2023-03-13T09:58:38.121Z,0
2023-03-13T09:58:38.947Z,0
2023-03-13T09:58:40.569Z,0
2023-03-13T09:58:40.814Z,0
2023-03-13T09:58:42.997Z,0
2023-03-13T09:58:43.243Z,0
2023-03-13T09:58:44.075Z,0
2023-03-13T09:58:45.252Z,0
2023-03-13T09:58:47.233Z,0
2023-03-13T09:58:47.234Z,0
2023-03-13T09:58:48.206Z,0
2023-03-13T09:58:49.21Z,0
2023-03-13T09:58:50.201Z,0
2023-03-13T09:58:51.717Z,0
2023-03-13T09:58:52.716Z,0
2023-03-13T09:58:53.129Z,0
2023-03-13T09:58:54.321Z,0
2023-03-13T09:58:55.76Z,0
2023-03-13T09:58:55.956Z,0
2023-03-13T09:58:57.473Z,0
2023-03-13T09:58:58.33Z,0
2023-03-13T09:58:59.201Z,0
2023-03-13T09:59:00.277Z,0
2023-03-13T09:59:01.933Z,0
2023-03-13T09:59:02.451Z,0
2023-03-13T09:59:03.735Z,0
2023-03-13T09:59:14.747Z,0
2023-03-13T09:59:14.748Z,0
2023-03-13T09:59:14.749Z,0
2023-03-13T09:59:14.75Z,0
2023-03-13T09:59:14.751Z,0
2023-03-13T09:59:14.753Z,0
2023-03-13T09:59:15.532Z,0
2023-03-13T09:59:15.533Z,0
2023-03-13T09:59:15.534Z,0
2023-03-13T09:59:15.535Z,0
2023-03-13T09:59:15.536Z,0
2023-03-13T09:59:15.851Z,0
2023-03-13T09:59:16.673Z,0
2023-03-13T09:59:18.272Z,0
2023-03-13T09:59:19.129Z,0
2023-03-13T09:59:19.554Z,0
2023-03-13T09:59:21.448Z,0
2023-03-13T09:59:22.283Z,0
2023-03-13T09:59:22.614Z,0
2023-03-13T09:59:24.434Z,0
2023-03-13T09:59:24.644Z,0
2023-03-13T09:59:25.953Z,0
2023-03-13T09:59:27.81Z,0
2023-03-13T09:59:28.21Z,0
2023-03-13T09:59:31.009Z,0
2023-03-13T09:59:32.996Z,0
2023-03-13T09:59:32.997Z,0
2023-03-13T09:59:33.349Z,0
2023-03-13T09:59:33.35Z,0
2023-03-13T09:59:34.672Z,0
2023-03-13T09:59:36.154Z,0
2023-03-13T09:59:42.085Z,0
2023-03-13T09:59:43.296Z,0
2023-03-13T09:59:43.297Z,0
2023-03-13T09:59:43.298Z,0
2023-03-13T09:59:43.299Z,0
2023-03-13T09:59:43.301Z,0
2023-03-13T09:59:43.302Z,0
2023-03-13T09:59:44.483Z,0
2023-03-13T09:59:47.482Z,0
2023-03-13T09:59:47.804Z,0
2023-03-13T09:59:47.805Z,0
2023-03-13T09:59:47.806Z,0
2023-03-13T09:59:48.842Z,0
2023-03-13T09:59:49.314Z,0
2023-03-13T09:59:50.445Z,0
2023-03-13T09:59:52.324Z,0
2023-03-13T09:59:52.648Z,0
2023-03-13T09:59:55.24Z,0
2023-03-13T09:59:55.241Z,0
2023-03-13T09:59:55.77Z,0
2023-03-13T09:59:56.97Z,0
2023-03-13T09:59:58.315Z,0
2023-03-13T09:59:58.672Z,0
2023-03-13T09:59:59.439Z,0
2023-03-13T10:00:01.715Z,0
2023-03-13T10:00:01.929Z,0
2023-03-13T10:00:03.64Z,0
2023-03-13T10:00:04.313Z,0
2023-03-13T10:00:04.562Z,0
2023-03-13T10:00:06.066Z,0
2023-03-13T10:00:07.592Z,0
2023-03-13T10:00:07.85Z,0
2023-03-13T10:00:08.642Z,0
2023-03-13T10:00:09.714Z,0
2023-03-13T10:00:10.754Z,0
2023-03-13T10:00:11.969Z,0
2023-03-13T10:00:12.521Z,0
2023-03-13T10:00:13.637Z,0
2023-03-13T10:00:15.253Z,0
2023-03-13T10:00:15.656Z,0
2023-03-13T10:00:17.602Z,0
2023-03-13T10:00:18.715Z,0
2023-03-13T10:00:18.994Z,0
2023-03-13T10:00:20.184Z,0
2023-03-13T10:00:21.282Z,0
2023-03-13T10:00:21.849Z,0
2023-03-13T10:00:23.69Z,0
2023-03-13T10:00:24.801Z,0
2023-03-13T10:00:25.074Z,0
2023-03-13T10:00:25.834Z,0
2023-03-13T10:00:27.122Z,0
2023-03-13T10:00:29.802Z,0
2023-03-13T10:00:29.803Z,0
2023-03-13T10:00:30.131Z,0
2023-03-13T10:00:33.323Z,0
2023-03-13T10:00:35.714Z,0
2023-03-13T10:00:35.716Z,0
2023-03-13T10:00:36.132Z,0
2023-03-13T10:00:36.133Z,0
2023-03-13T10:00:36.134Z,0
2023-03-13T10:00:37.331Z,0
2023-03-13T10:00:39.155Z,0
2023-03-13T10:00:39.368Z,0
2023-03-13T10:00:40.408Z,0
2023-03-13T10:00:41.194Z,0
2023-03-13T10:00:42.695Z,0
2023-03-13T10:00:43.046Z,0
2023-03-13T10:00:44.033Z,0
2023-03-13T10:00:45.293Z,0
2023-03-13T10:00:46.326Z,0
2023-03-13T10:00:47.333Z,0
2023-03-13T10:00:50.273Z,0
2023-03-13T10:00:50.274Z,0
2023-03-13T10:00:50.275Z,0
2023-03-13T10:00:52.235Z,0
2023-03-13T10:00:52.236Z,0
2023-03-13T10:01:00.513Z,0
2023-03-13T10:01:00.514Z,0
2023-03-13T10:01:00.516Z,0
2023-03-13T10:01:00.517Z,0
2023-03-13T10:01:00.519Z,0
2023-03-13T10:01:00.52Z,0
2023-03-13T10:01:00.521Z,0
2023-03-13T10:01:00.888Z,0
2023-03-13T10:01:01.467Z,0
2023-03-13T10:01:02.493Z,0
2023-03-13T10:01:03.521Z,0
2023-03-13T10:01:04.562Z,0
2023-03-13T10:01:05.563Z,0
2023-03-13T10:01:06.834Z,0
2023-03-13T10:01:07.827Z,0
2023-03-13T10:01:08.635Z,0
2023-03-13T10:01:09.875Z,0
2023-03-13T10:01:10.681Z,0
2023-03-13T10:01:11.723Z,0
2023-03-13T10:01:13.147Z,0
2023-03-13T10:01:14.837Z,0
2023-03-13T10:01:14.838Z,0
2023-03-13T10:01:15.789Z,0
2023-03-13T10:01:16.832Z,0
2023-03-13T10:01:17.92Z,0
2023-03-13T10:01:18.88Z,0
2023-03-13T10:01:21.82Z,0
2023-03-13T10:01:21.821Z,0
2023-03-13T10:01:22.193Z,0
2023-03-13T10:01:23.617Z,0
2023-03-13T10:01:23.801Z,0
2023-03-13T10:01:25.228Z,0
2023-03-13T10:01:26.057Z,0
2023-03-13T10:01:27.309Z,0
2023-03-13T10:01:27.904Z,0
2023-03-13T10:01:29.736Z,0
2023-03-13T10:01:29.953Z,0
2023-03-13T10:01:31Z,0
2023-03-13T10:01:32.602Z,0
2023-03-13T10:01:33.561Z,0
2023-03-13T10:01:36.201Z,0
2023-03-13T10:01:36.202Z,0
2023-03-13T10:01:37.745Z,0
2023-03-13T10:01:37.953Z,0
2023-03-13T10:01:37.954Z,0
2023-03-13T10:01:39.824Z,0
2023-03-13T10:01:40.306Z,0
2023-03-13T10:01:41.185Z,0
2023-03-13T10:01:42.274Z,0
2023-03-13T10:01:43.519Z,0
2023-03-13T10:01:44.353Z,0
2023-03-13T10:01:45.313Z,0
2023-03-13T10:01:46.529Z,0
2023-03-13T10:01:47.552Z,0
2023-03-13T10:01:48.434Z,0
2023-03-13T10:01:49.665Z,0
2023-03-13T10:01:50.444Z,0
2023-03-13T10:01:51.444Z,0
2023-03-13T10:01:52.669Z,0
2023-03-13T10:01:53.537Z,0
2023-03-13T10:01:54.513Z,0
2023-03-13T10:01:56.888Z,0
2023-03-13T10:01:57.203Z,0
2023-03-13T10:01:57.853Z,0
2023-03-13T10:01:59.045Z,0
2023-03-13T10:01:59.641Z,0
2023-03-13T10:02:00.672Z,0
2023-03-13T10:02:02.353Z,0
2023-03-13T10:02:02.674Z,0
2023-03-13T10:02:03.553Z,0
2023-03-13T10:02:04.547Z,0
2023-03-13T10:02:06.001Z,0
2023-03-13T10:02:06.604Z,0
2023-03-13T10:02:09.929Z,0
2023-03-13T10:02:10.568Z,0
2023-03-13T10:02:10.57Z,0
2023-03-13T10:02:10.928Z,0
2023-03-13T10:02:11.969Z,0
2023-03-13T10:02:12.809Z,0
2023-03-13T10:02:14.033Z,0
2023-03-13T10:02:14.649Z,0
2023-03-13T10:02:16.037Z,0
2023-03-13T10:02:17.803Z,0
2023-03-13T10:02:18.281Z,0
2023-03-13T10:02:19.519Z,0
2023-03-13T10:02:19.802Z,0
2023-03-13T10:02:21.506Z,0
2023-03-13T10:02:21.841Z,0
2023-03-13T10:02:24.675Z,0
2023-03-13T10:02:24.676Z,0
2023-03-13T10:02:24.848Z,0
2023-03-13T10:02:27.114Z,0
2023-03-13T10:02:27.553Z,0
2023-03-13T10:02:28.128Z,0
2023-03-13T10:02:40.371Z,0
2023-03-13T10:02:40.372Z,0
2023-03-13T10:02:45.155Z,0
2023-03-13T10:02:45.156Z,0
2023-03-13T10:02:45.157Z,0
2023-03-13T10:02:45.158Z,0
2023-03-13T10:02:45.159Z,0
2023-03-13T10:02:45.16Z,0
2023-03-13T10:02:45.161Z,0
2023-03-13T10:02:45.162Z,0
2023-03-13T10:02:45.164Z,0
2023-03-13T10:02:45.165Z,0
2023-03-13T10:02:46.523Z,0
2023-03-13T10:02:46.524Z,0
2023-03-13T10:02:46.525Z,0
2023-03-13T10:02:46.526Z,0
2023-03-13T10:02:46.528Z,0
2023-03-13T10:02:46.769Z,0
2023-03-13T10:02:49.929Z,0
2023-03-13T10:02:49.93Z,0
2023-03-13T10:02:49.931Z,0
2023-03-13T10:02:50.243Z,0
2023-03-13T10:02:57.622Z,0
2023-03-13T10:02:57.623Z,0
2023-03-13T10:02:57.624Z,0
2023-03-13T10:02:57.625Z,0
2023-03-13T10:02:57.626Z,0
2023-03-13T10:02:57.627Z,0
2023-03-13T10:02:57.835Z,0
2023-03-13T10:02:59.03Z,0
2023-03-13T10:02:59.672Z,0
2023-03-13T10:03:00.904Z,0
2023-03-13T10:03:02.144Z,0
2023-03-13T10:03:02.978Z,0
2023-03-13T10:03:03.838Z,0
2023-03-13T10:03:04.877Z,0
2023-03-13T10:03:05.831Z,0
2023-03-13T10:03:07.065Z,0
2023-03-13T10:03:07.875Z,0
2023-03-13T10:03:09.102Z,0
2023-03-13T10:03:09.963Z,0
2023-03-13T10:03:10.95Z,0
2023-03-13T10:03:11.993Z,0
2023-03-13T10:03:13.031Z,0
2023-03-13T10:03:13.992Z,0
2023-03-13T10:03:15.023Z,0
2023-03-13T10:03:16.078Z,0
2023-03-13T10:03:17.071Z,0
2023-03-13T10:03:18.102Z,0
2023-03-13T10:03:18.911Z,0
2023-03-13T10:03:19.916Z,0
2023-03-13T10:03:21.186Z,0
2023-03-13T10:03:22.392Z,0
2023-03-13T10:03:23.222Z,0
2023-03-13T10:03:24.232Z,0
2023-03-13T10:03:26.258Z,0
2023-03-13T10:03:26.478Z,0
2023-03-13T10:03:27.155Z,0
2023-03-13T10:03:28.352Z,0
2023-03-13T10:03:29.381Z,0
2023-03-13T10:03:30.158Z,0
2023-03-13T10:03:31.189Z,0
2023-03-13T10:03:32.949Z,0
2023-03-13T10:03:33.27Z,0
2023-03-13T10:03:34.429Z,0
2023-03-13T10:03:35.315Z,0
2023-03-13T10:03:36.551Z,0
2023-03-13T10:03:37.501Z,0
2023-03-13T10:06:03.469Z,0
2023-03-13T10:06:04.389Z,0
2023-03-13T10:06:05.789Z,0
2023-03-13T10:06:07.027Z,0
2023-03-13T10:06:07.273Z,0
2023-03-13T10:06:08.484Z,0
2023-03-13T10:06:09.549Z,0
2023-03-13T10:06:10.604Z,0
2023-03-13T10:06:11.741Z,0
2023-03-13T10:06:12.581Z,0
2023-03-13T10:06:13.74Z,0
2023-03-13T10:06:14.668Z,0
2023-03-13T10:06:15.476Z,0
2023-03-13T10:06:16.508Z,0
2023-03-13T10:06:17.505Z,0
2023-03-13T10:06:18.548Z,0
2023-03-13T10:06:19.558Z,0
2023-03-13T10:06:20.588Z,0
2023-03-13T10:06:21.931Z,0
2023-03-13T10:06:22.622Z,0
2023-03-13T10:06:23.838Z,0
2023-03-13T10:06:24.833Z,0
2023-03-13T10:06:25.718Z,0
2023-03-13T10:06:26.717Z,0
2023-03-13T10:06:27.801Z,0
2023-03-13T10:06:28.781Z,0
2023-03-13T10:06:29.752Z,0
2023-03-13T10:06:30.805Z,0
2023-03-13T10:06:31.838Z,0
2023-03-13T10:06:32.836Z,0
2023-03-13T10:06:33.872Z,0
2023-03-13T10:06:34.886Z,0
2023-03-13T10:06:35.95Z,0
2023-03-13T10:06:36.917Z,0
2023-03-13T10:06:37.981Z,0
2023-03-13T10:06:38.964Z,0
2023-03-13T10:06:40.309Z,0
2023-03-13T10:06:41.062Z,0
2023-03-13T10:06:42.108Z,0
2023-03-13T10:06:42.878Z,0
2023-03-13T10:06:43.948Z,0
2023-03-13T10:06:44.909Z,0
2023-03-13T10:06:45.957Z,0
2023-03-13T10:06:47.181Z,0
2023-03-13T10:06:47.997Z,0
2023-03-13T10:06:49.02Z,0
2023-03-13T10:06:50.239Z,0
2023-03-13T10:06:51.07Z,0
2023-03-13T10:06:52.077Z,0
2023-03-13T10:06:53.268Z,0
2023-03-13T10:06:54.197Z,0
2023-03-13T10:06:56.485Z,0
2023-03-13T10:06:56.486Z,0
2023-03-13T10:06:57.357Z,0
2023-03-13T10:06:58.238Z,0
2023-03-13T10:06:59.7Z,0
2023-03-13T10:07:00.302Z,0
2023-03-13T10:07:01.31Z,0
2023-03-13T10:07:02.364Z,0
2023-03-13T10:07:03.362Z,0
2023-03-13T10:07:04.432Z,0
2023-03-13T10:07:05.447Z,0
2023-03-13T10:07:06.465Z,0
2023-03-13T10:07:07.551Z,0
2023-03-13T10:07:08.518Z,0
2023-03-13T10:07:09.52Z,0
2023-03-13T10:07:10.541Z,0
2023-03-13T10:07:11.548Z,0
2023-03-13T10:07:12.712Z,0
2023-03-13T10:07:13.604Z,0
2023-03-13T10:07:14.636Z,0
2023-03-13T10:07:15.723Z,0
2023-03-13T10:07:17.041Z,0
2023-03-13T10:07:17.716Z,0
2023-03-13T10:07:18.78Z,0
2023-03-13T10:07:19.517Z,0
2023-03-13T10:07:20.958Z,0
2023-03-13T10:07:21.829Z,0
2023-03-13T10:07:22.862Z,0
2023-03-13T10:07:23.838Z,0
2023-03-13T10:07:24.887Z,0
2023-03-13T10:07:25.741Z,0
2023-03-13T10:07:26.702Z,0
2023-03-13T10:07:28.221Z,0
2023-03-13T10:07:28.781Z,0
2023-03-13T10:07:29.982Z,0
2023-03-13T10:07:30.789Z,0
2023-03-13T10:07:31.885Z,0
2023-03-13T10:07:32.826Z,0
2023-03-13T10:07:33.912Z,0
2023-03-13T10:07:34.95Z,0
2023-03-13T10:07:35.908Z,0
2023-03-13T10:07:36.958Z,0
2023-03-13T10:07:37.982Z,0
2023-03-13T10:07:39.1Z,0
2023-03-13T10:07:40.037Z,0
2023-03-13T10:07:41.306Z,0
2023-03-13T10:07:42.301Z,0
2023-03-13T10:07:43.116Z,0
2023-03-13T10:07:44.148Z,0
2023-03-13T10:07:45.149Z,0
2023-03-13T10:07:46.197Z,0
2023-03-13T10:07:47.26Z,0
2023-03-13T10:07:48Z,0
2023-03-13T10:07:49.268Z,0
2023-03-13T10:07:50.141Z,0
2023-03-13T10:07:51.281Z,0
2023-03-13T10:07:52.34Z,0
2023-03-13T10:07:53.548Z,0
2023-03-13T10:07:54.381Z,0
2023-03-13T10:07:55.357Z,0
2023-03-13T10:07:56.42Z,0
2023-03-13T10:07:57.444Z,0
2023-03-13T10:07:58.226Z,0
2023-03-13T10:07:59.528Z,0
2023-03-13T10:08:00.362Z,0
2023-03-13T10:08:01.588Z,0
2023-03-13T10:08:02.383Z,0
2023-03-13T10:08:03.632Z,0
2023-03-13T10:08:04.364Z,0
2023-03-13T10:08:05.708Z,0
2023-03-13T10:08:06.499Z,0
2023-03-13T10:08:07.676Z,0
2023-03-13T10:08:08.822Z,0
2023-03-13T10:08:09.508Z,0
2023-03-13T10:08:10.548Z,0
2023-03-13T10:08:11.55Z,0
2023-03-13T10:08:12.622Z,0
2023-03-13T10:08:13.824Z,0
2023-03-13T10:08:14.654Z,0
2023-03-13T10:08:15.868Z,0
2023-03-13T10:08:16.703Z,0
2023-03-13T10:08:17.71Z,0
2023-03-13T10:08:18.749Z,0
2023-03-13T10:08:19.981Z,0
2023-03-13T10:08:20.821Z,0
2023-03-13T10:08:21.789Z,0
2023-03-13T10:08:22.829Z,0
2023-03-13T10:08:24.264Z,0
2023-03-13T10:08:24.893Z,0
2023-03-13T10:08:25.916Z,0
2023-03-13T10:08:26.989Z,0
2023-03-13T10:08:28.188Z,0
2023-03-13T10:08:29.462Z,0
2023-03-13T10:08:29.825Z,0
2023-03-13T10:08:31.027Z,0
2023-03-13T10:08:32.038Z,0
2023-03-13T10:08:33.076Z,0
2023-03-13T10:08:34.301Z,0
2023-03-13T10:08:35.14Z,0
2023-03-13T10:08:36.15Z,0
2023-03-13T10:08:37.152Z,0
2023-03-13T10:08:38.191Z,0
2023-03-13T10:08:39.233Z,0
2023-03-13T10:08:40.258Z,0
2023-03-13T10:08:41.274Z,0
2023-03-13T10:08:42.305Z,0
2023-03-13T10:08:43.342Z,0
2023-03-13T10:08:44.126Z,0
2023-03-13T10:11:37.04Z,0
2023-03-13T10:11:38.247Z,0
2023-03-13T10:11:39.882Z,0
2023-03-13T10:11:39.884Z,0
2023-03-13T10:11:40.858Z,0
2023-03-13T10:11:43.037Z,0
2023-03-13T10:11:43.427Z,0
2023-03-13T10:11:44.195Z,0
2023-03-13T10:11:45.796Z,0
2023-03-13T10:11:46.061Z,0
2023-03-13T10:11:47.755Z,0
2023-03-13T10:11:48.163Z,0
2023-03-13T10:11:49.315Z,0
2023-03-13T10:11:50.112Z,0
2023-03-13T10:11:51.71Z,0
2023-03-13T10:11:52.26Z,0
2023-03-13T10:11:53.143Z,0
2023-03-13T10:11:54.391Z,0
2023-03-13T10:11:55.24Z,0
2023-03-13T10:11:56.283Z,0
2023-03-13T10:11:57.501Z,0
2023-03-13T10:11:58.273Z,0
2023-03-13T10:11:59.275Z,0
2023-03-13T10:12:00.339Z,0
2023-03-13T10:12:01.355Z,0
2023-03-13T10:12:02.377Z,0
2023-03-13T10:12:03.388Z,0
2023-03-13T10:12:04.394Z,0
2023-03-13T10:12:05.477Z,0
2023-03-13T10:12:06.501Z,0
2023-03-13T10:12:07.515Z,0
2023-03-13T10:12:08.276Z,0
2023-03-13T10:12:09.779Z,0
2023-03-13T10:12:10.62Z,0
2023-03-13T10:12:11.636Z,0
2023-03-13T10:12:12.619Z,0
2023-03-13T10:12:13.628Z,0
2023-03-13T10:12:14.659Z,0
2023-03-13T10:12:16.509Z,0
2023-03-13T10:12:16.511Z,0
2023-03-13T10:12:17.787Z,0
2023-03-13T10:12:18.828Z,0
2023-03-13T10:12:19.636Z,0
2023-03-13T10:12:20.871Z,0
2023-03-13T10:12:21.638Z,0
2023-03-13T10:12:22.874Z,0
2023-03-13T10:12:24.301Z,0
